file,class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\HashSetTest.java,io.vavr.collection.HashSetTest$Anonymous2,anonymous,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\HashSetTest.java,io.vavr.collection.HashSetTest$Anonymous3,anonymous,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\HashSetTest.java,io.vavr.collection.HashSetTest$Anonymous4,anonymous,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\HashSetTest.java,io.vavr.collection.HashSetTest$Anonymous5,anonymous,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\HashSetTest.java,io.vavr.collection.HashSetTest$Anonymous6,anonymous,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IntMap.java,io.vavr.collection.IntMap$1SpliteratorProxy,innerclass,3,7,1,6,0,0.0,0.0,6,0,5,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,24,5,0,0,0,0,0,0,1,0,2,1,0,0,1,20,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IntMap.java,io.vavr.collection.IntMap,class,22,67,1,96,0,0.0,0.0,60,1,58,2,0,0,58,0,0,0,3,2,0,3,0,0,3,0,26,243,60,1,3,0,3,13,5,13,2,44,1,1,1,27,114,17,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IntMap.java,io.vavr.collection.IntMap$Anonymous1,anonymous,5,2,1,2,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,2,0,0,0,0,0,1,1,0,1,0,0,0,0,13,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IntMod2.java,io.vavr.collection.IntMod2,class,1,7,1,3,4,0.0,0.0,5,0,4,0,0,1,5,0,0,0,1,0,0,1,0,0,1,0,1,18,4,0,2,0,1,0,1,1,2,1,0,0,0,0,26,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IntMod2Test.java,io.vavr.collection.IntMod2Test,class,2,3,1,6,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,4,4,0,4,0,0,4,0,0,19,0,0,0,0,0,0,8,4,0,4,0,0,0,0,17,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IntMultimap.java,io.vavr.collection.IntMultimap$Anonymous1,anonymous,5,2,1,2,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,2,0,0,0,0,0,1,1,0,1,0,0,0,0,13,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IntMultimap.java,io.vavr.collection.IntMultimap,class,22,67,1,96,0,0.0,0.0,61,1,59,2,0,0,59,0,0,0,2,1,0,2,0,0,2,0,25,245,61,1,3,0,3,12,5,12,2,43,1,1,1,27,112,17,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IntMultimap.java,io.vavr.collection.IntMultimap$1SpliteratorProxy,innerclass,3,7,1,6,0,0.0,0.0,6,0,5,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,24,5,0,0,0,0,0,0,1,0,2,1,0,0,1,20,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IteratorTest.java,io.vavr.collection.IteratorTest$OptionSupplier,innerclass,1,4,1,2,1,0.0,0.0,3,0,1,0,0,2,3,0,0,0,2,0,0,0,0,2,1,0,2,22,1,0,0,0,0,0,0,4,0,3,1,0,0,0,7,8,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IteratorTest.java,io.vavr.collection.IteratorTest$ClassInitializer,innerclass,0,3,1,1,0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,14,0,0,0,1,0,0,0,1,0,1,1,0,0,0,10,8,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IteratorTest.java,io.vavr.collection.IteratorTest$Anonymous1,anonymous,6,4,1,6,1,NaN,NaN,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,18,3,0,0,0,2,1,0,3,0,4,1,0,0,1,14,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IteratorTest.java,io.vavr.collection.IteratorTest$Anonymous2,anonymous,8,7,1,8,6,NaN,NaN,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,28,6,0,0,0,5,0,0,4,0,4,1,0,0,0,18,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\IteratorTest.java,io.vavr.collection.IteratorTest,class,29,133,3,215,6903,0.0,0.0,118,0,95,2,21,0,116,0,1,0,0,0,0,0,0,0,0,0,249,572,21,1,9,0,0,14,550,29,36,89,1,2,2,133,210,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\JavaConvertersTest.java,io.vavr.collection.JavaConvertersTest$1A,innerclass,0,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1024,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\JavaConvertersTest.java,io.vavr.collection.JavaConvertersTest$ElementNullability,enum,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\JavaConvertersTest.java,io.vavr.collection.JavaConvertersTest$ChangePolicy,enum,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\JavaConvertersTest.java,io.vavr.collection.JavaConvertersTest$ElementType,enum,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\JavaConvertersTest.java,io.vavr.collection.JavaConvertersTest,class,19,307,3,154,38842,0.0,0.0,280,1,275,5,0,0,275,0,2,0,4,0,0,4,0,0,4,0,99,1653,7,4,18,1,4,26,162,190,6,208,4,0,7,182,235,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\JavaConvertersTest.java,io.vavr.collection.JavaConvertersTest$ListFactory,innerclass,1,2,1,1,0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,1,0,1,0,1,0,0,0,0,5,24,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\JavaConvertersTest.java,io.vavr.collection.JavaConvertersTest$1C,innerclass,1,1,2,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\JavaConvertersTest.java,io.vavr.collection.JavaConvertersTest$1B,innerclass,1,1,2,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\LinkedHashMapTest.java,io.vavr.collection.LinkedHashMapTest,class,19,38,4,71,703,0.0,0.0,38,0,20,0,17,1,38,0,2,0,0,0,0,0,0,0,0,0,84,157,18,0,0,0,0,97,118,36,6,44,0,0,0,4,91,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\LinkedHashMultimapTest.java,io.vavr.collection.LinkedHashMultimapTest,class,16,54,4,36,153,0.0,0.0,18,0,4,0,13,1,18,0,2,0,0,0,0,0,0,0,0,0,49,168,38,0,0,0,0,6,13,4,1,4,1,0,0,0,56,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\LinkedHashSetTest.java,io.vavr.collection.LinkedHashSetTest,class,18,44,5,60,946,0.0,0.0,44,0,11,0,33,0,44,0,1,0,0,0,0,0,0,0,0,0,44,152,33,0,0,0,0,3,51,16,0,17,0,0,0,1,86,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\ListTest.java,io.vavr.collection.ListTest,class,24,74,6,109,1953,0.0,0.0,63,0,29,0,34,0,63,0,1,0,0,0,0,0,0,0,0,0,74,249,35,1,9,1,1,8,152,20,3,26,4,0,0,8,122,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\PriorityQueueTest.java,io.vavr.collection.PriorityQueueTest,class,23,65,3,114,1651,0.0,0.0,58,1,36,2,20,0,56,0,1,0,1,0,0,1,0,0,1,0,97,229,21,2,2,0,1,61,206,39,4,40,4,0,0,4,145,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\QueueTest.java,io.vavr.collection.QueueTest,class,25,72,6,105,2346,0.0,0.0,69,0,34,1,34,0,68,0,1,0,0,0,0,0,0,0,0,0,81,240,36,0,3,0,1,4,223,11,3,19,1,0,0,8,117,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\QuickSortTest.java,io.vavr.collection.QuickSortTest,class,10,6,1,25,3,NaN,NaN,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,17,4,0,0,0,0,0,28,3,0,8,1,0,0,4,35,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\RedBlackTreeTest.java,io.vavr.collection.RedBlackTreeTest,class,8,36,1,31,630,0.0,0.0,36,3,33,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,83,211,3,0,0,0,0,14,237,81,0,73,0,0,0,0,86,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\StreamTest.java,io.vavr.collection.StreamTest,class,30,140,6,180,7140,0.0,0.0,120,0,86,0,34,0,120,0,1,0,0,0,0,0,0,0,0,0,172,466,38,1,15,1,1,14,494,48,27,95,4,0,0,56,244,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\StringTest.java,io.vavr.collection.StringTest,class,7,42,1,57,861,0.0,0.0,42,0,42,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,88,138,0,0,0,0,0,93,61,1,0,1,0,0,0,0,61,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\TreeMapTest.java,io.vavr.collection.TreeMapTest,class,22,52,5,111,1326,0.0,0.0,52,0,32,0,19,1,52,0,2,0,0,0,0,0,0,0,0,0,196,226,20,0,0,0,0,184,204,65,5,75,0,0,0,7,113,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\TreeMultimapTest.java,io.vavr.collection.TreeMultimapTest,class,16,54,4,34,153,0.0,0.0,18,0,4,0,13,1,18,0,2,0,0,0,0,0,0,0,0,0,48,167,38,0,0,0,0,5,13,3,1,3,1,0,0,0,55,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\TreeSetTest.java,io.vavr.collection.TreeSetTest,class,25,70,6,101,2415,0.0,0.0,70,1,33,1,36,0,69,0,2,0,0,0,0,0,0,0,0,0,120,257,37,0,0,0,0,48,136,48,0,53,0,0,0,7,111,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\TreeTest.java,io.vavr.collection.TreeTest$Anonymous1,anonymous,9,8,1,10,3,NaN,NaN,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,27,3,0,0,0,2,1,0,4,0,7,1,0,0,2,21,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\TreeTest.java,io.vavr.collection.TreeTest$Anonymous2,anonymous,5,2,1,2,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,2,0,2,1,0,0,0,11,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\TreeTest.java,io.vavr.collection.TreeTest,class,28,122,3,132,5841,0.0,0.0,114,0,92,0,22,0,114,0,2,0,1,0,0,1,0,0,1,0,122,430,25,0,6,0,1,26,260,39,2,48,2,2,0,10,200,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\VectorPropertyTest.java,io.vavr.collection.VectorPropertyTest,class,15,58,1,120,91,0.0,0.0,14,2,9,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,107,287,8,20,18,0,28,1,96,143,16,115,5,0,0,18,73,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\collection\VectorTest.java,io.vavr.collection.VectorTest,class,25,59,6,85,1540,0.0,0.0,56,0,22,0,34,0,56,0,1,0,0,0,0,0,0,0,0,0,56,195,35,0,3,0,0,9,98,15,3,26,1,0,0,11,111,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\concurrent\Concurrent.java,io.vavr.concurrent.Concurrent,class,5,11,1,9,15,0.0,0.0,6,5,0,1,0,5,5,0,0,0,2,2,0,2,0,0,2,0,6,50,3,1,0,1,0,3,5,7,1,5,3,0,0,3,51,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\concurrent\FutureTest.java,io.vavr.concurrent.FutureTest,class,27,156,2,242,9971,0.0,0.0,143,4,132,5,6,0,138,0,1,0,3,2,1,1,0,1,2,0,328,876,12,1,10,0,1,53,203,175,12,229,2,3,0,127,258,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\concurrent\FutureTest.java,io.vavr.concurrent.FutureTest$Anonymous3,anonymous,1,3,1,3,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,15,2,0,0,1,0,0,0,2,0,1,1,0,0,0,8,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\concurrent\FutureTest.java,io.vavr.concurrent.FutureTest$Anonymous2,anonymous,5,3,1,3,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,2,1,0,0,0,0,1,0,0,0,9,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\concurrent\FutureTest.java,io.vavr.concurrent.FutureTest$Anonymous1,anonymous,2,4,1,18,6,0.0,0.0,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,4,0,2,0,2,0,0,0,0,11,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\concurrent\PromiseTest.java,io.vavr.concurrent.PromiseTest,class,7,11,1,34,55,0.0,0.0,11,1,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,16,79,0,0,0,0,0,4,8,12,0,12,1,0,1,3,44,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\concurrent\PromiseTest.java,io.vavr.concurrent.PromiseTest$1Context,innerclass,1,3,1,2,3,-1.0,-1.0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,0,3,0,0,1,0,0,0,0,0,8,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\control\EitherLeftProjectionTest.java,io.vavr.control.EitherLeftProjectionTest,class,12,64,2,91,1770,0.0,0.0,60,0,55,0,5,0,60,0,1,0,0,0,0,0,0,0,0,0,82,223,5,0,4,0,0,23,85,32,4,53,1,0,0,25,102,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\control\EitherRightProjectionTest.java,io.vavr.control.EitherRightProjectionTest,class,12,64,2,89,1770,0.0,0.0,60,0,55,0,5,0,60,0,1,0,0,0,0,0,0,0,0,0,83,226,5,0,4,0,0,25,83,32,4,53,1,0,0,25,102,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\control\EitherTest.java,io.vavr.control.EitherTest,class,14,84,2,116,3240,0.0,0.0,81,0,76,0,5,0,81,0,1,0,0,0,0,0,0,0,0,0,171,348,5,0,0,0,0,87,109,82,14,120,1,0,0,46,122,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\control\OptionTest.java,io.vavr.control.OptionTest,class,17,123,2,144,5356,0.0,0.0,104,0,99,0,5,0,104,0,1,0,0,0,0,0,0,0,0,0,185,403,5,0,15,2,0,50,117,55,4,80,2,0,0,47,163,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\control\TryTest.java,io.vavr.control.TryTest$Closeable,innerclass,2,3,1,0,1,0.0,0.0,3,1,1,0,0,2,3,0,0,0,2,0,0,0,0,2,1,0,0,13,1,0,0,0,0,1,0,3,0,2,0,0,0,0,10,8,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\control\TryTest.java,io.vavr.control.TryTest,class,29,235,2,248,22025,0.0,0.0,218,2,206,7,5,0,211,0,1,0,2,2,0,2,0,0,2,0,302,1141,9,0,8,6,0,101,174,209,26,368,3,0,1,240,258,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\control\ValidationTest.java,io.vavr.control.ValidationTest,class,24,69,2,140,2179,0.0,0.0,67,0,60,2,5,0,65,0,1,0,2,2,0,2,0,0,2,0,125,466,7,0,0,0,1,88,64,108,9,135,1,0,3,25,160,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\control\ValidationTest.java,io.vavr.control.ValidationTest$TestValidation,innerclass,1,8,1,2,0,0.0,0.0,8,0,1,0,0,7,8,0,0,0,8,0,0,0,0,8,0,0,1,63,1,0,0,0,0,6,0,36,1,8,0,0,0,0,13,8,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\control\ValidationTest.java,io.vavr.control.ValidationTest$PersonValidator,innerclass,6,5,1,13,3,NaN,NaN,3,0,0,2,0,1,1,0,0,0,2,0,0,2,0,0,2,0,6,13,3,0,0,0,1,5,1,2,1,3,0,0,0,1,20,8,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\control\ValidationTest.java,io.vavr.control.ValidationTest$Person,innerclass,1,6,1,2,0,0.0,0.0,4,0,3,0,0,1,4,0,0,0,2,0,0,0,0,2,2,0,2,26,5,0,2,0,0,3,0,3,1,3,1,0,0,0,13,8,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\FoldOperatorTest.java,io.vavr.FoldOperatorTest,class,5,1,1,7,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,37,0,0,0,0,0,0,0,14,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\issues\Issue2559Test.java,io.vavr.issues.Issue2559Test$Eat,innerclass,1,11,1,2,0,0.0,0.0,7,1,6,1,0,0,6,0,0,0,2,0,0,0,0,2,2,0,2,29,8,0,2,0,1,3,3,3,3,3,1,0,0,0,17,10,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\issues\Issue2559Test.java,io.vavr.issues.Issue2559Test,class,6,3,1,12,0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,3,47,1,0,0,0,0,8,3,5,0,4,0,0,1,0,30,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\IterableTest.java,io.vavr.IterableTest,class,7,4,1,20,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,0,0,0,0,20,3,0,3,0,0,0,1,18,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\JavaCollections.java,io.vavr.JavaCollections,class,3,6,1,4,3,0.0,0.0,3,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,21,2,1,1,0,1,5,5,4,1,3,1,0,0,0,20,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\LazyTest.java,io.vavr.LazyTest,class,16,50,2,85,820,0.0,0.0,41,0,36,0,5,0,41,0,1,0,0,0,0,0,0,0,0,0,75,229,9,4,5,0,2,19,77,53,7,64,3,0,0,58,127,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\LazyTest.java,io.vavr.Undefined,class,6,15,1,5,83,0.0,0.0,14,0,12,2,0,0,12,0,0,0,3,2,0,2,0,1,2,0,2,46,12,0,1,0,0,2,2,3,0,3,0,0,0,1,93,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\MatchErrorTest.java,io.vavr.MatchErrorTest,class,4,2,1,8,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,1,0,0,2,1,0,1,1,0,0,0,18,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\MatchTest.java,io.vavr.MatchTest$Person$Util,innerclass,1,2,1,0,0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,0,1,0,0,0,0,0,7,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\MatchTest.java,io.vavr.MatchTest$1OuterWorld,innerclass,0,2,1,0,0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,2,0,3,0,1,0,0,0,0,7,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\MatchTest.java,io.vavr.MatchTest$2OuterWorld,innerclass,0,2,1,0,0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,3,0,1,0,0,0,0,10,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\MatchTest.java,io.vavr.MatchTest$Developer,innerclass,2,4,1,0,0,0.0,0.0,4,0,3,0,0,1,4,0,0,0,3,0,0,3,0,0,3,0,0,24,3,0,0,0,0,0,0,3,0,3,0,0,1,0,8,24,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\test\java\io\vavr\MatchTest.java,io.vavr.MatchTest$Person,interface,0,1,1,0,0,NaN,
