Unnamed: 0,HashId,ProjectName,CreatedAt,Age,PrimaryLanguage,Stargazers,TotalOfReleases,CBO,DIT,LOC,LCOM
175,MDEwOlJlcG9zaXRvcnkzODQxNTQ5OA==,careercup/CtCI-6th-Edition,02/07/2015,7,Java,10201,0,2.0,1.0,21093,1.0
176,MDEwOlJlcG9zaXRvcnkyMTU1Nzkz,JakeWharton/ViewPagerIndicator,04/08/2011,11,Java,10200,0,6.0,3.0,2947,0
177,MDEwOlJlcG9zaXRvcnk1NDc4MzQ2Mg==,daniulive/SmarterStreaming,26/03/2016,6,Java,10193,0,2.0,1.0,12602,0
178,MDEwOlJlcG9zaXRvcnk2NTA3MzY0OA==,JessYanCoding/MVPArms,06/08/2016,6,Java,10189,25,5.0,1.0,5986,3.0
179,MDEwOlJlcG9zaXRvcnkzMjMxMzM4Mw==,pxb1988/dex2jar,16/03/2015,7,Java,10139,6,3.0,1.0,41008,0
180,MDEwOlJlcG9zaXRvcnkzNDg2NTE3NDY=,chefyuan/algorithm-base,17/03/2021,1,Java,10125,0,0,0,0,0
181,MDEwOlJlcG9zaXRvcnk2NTg4NQ==,aosp-mirror/platform_frameworks_base,21/10/2008,13,Java,10111,0,-,-,-,-
182,MDEwOlJlcG9zaXRvcnkyNzcyOTkyNg==,grpc/grpc-java,08/12/2014,7,Java,10020,115,3.0,1.0,219507,0
183,MDEwOlJlcG9zaXRvcnkxMDIzMDM2OQ==,google/auto,22/05/2013,9,Java,9850,55,1.0,1.0,7806.0,0
184,MDEwOlJlcG9zaXRvcnkzNjgxNzU2NQ==,zaproxy/zaproxy,03/06/2015,7,Java,9814,281,3.0,1.0,177877,1.0
185,MDEwOlJlcG9zaXRvcnk3OTYxOTkx,square/javapoet,01/02/2013,9,Java,9795,0,2.0,1.0,7518,0
186,MDEwOlJlcG9zaXRvcnk1MjM0NDk1Mg==,YoKeyword/Fragmentation,23/02/2016,6,Java,9730,30,3.0,1.0,8981,0
187,MDEwOlJlcG9zaXRvcnkyOTAxMjA1OA==,wasabeef/glide-transformations,09/01/2015,7,Java,9700,0,5.0,2.0,991,0
188,MDEwOlJlcG9zaXRvcnk0NDI0MzA=,jhy/jsoup,19/12/2009,12,Java,9691,8,3.0,1.0,28997,1.0
189,MDEwOlJlcG9zaXRvcnkyMzUyNzQ0,apereo/cas,09/09/2011,11,Java,9688,230,4.0,1.0,2145.0,1.0
190,MDEwOlJlcG9zaXRvcnk0NDg4MzA1Mw==,HarlonWang/AVLoadingIndicatorView,24/10/2015,6,Java,9653,1,2.0,1.0,2161,0
191,MDEwOlJlcG9zaXRvcnk3NDc1MTI=,clojure/clojure,29/06/2010,12,Java,9646,0,0,1.0,44080,0
192,MDEwOlJlcG9zaXRvcnkyNjU2ODIzNA==,liaohuqiu/android-Ultra-Pull-To-Refresh,13/11/2014,7,Java,9643,8,2.0,1.0,5476,0
193,MDEwOlJlcG9zaXRvcnkyNjM2MzQyMQ==,ksoichiro/Android-ObservableScrollView,08/11/2014,7,Java,9616,0,3.0,2.0,12621,0
194,MDEwOlJlcG9zaXRvcnkxNTYzMTcxNTQ=,theonedev/onedev,06/11/2018,3,Java,9600,183,4.0,1.0,228297,0
195,MDEwOlJlcG9zaXRvcnkzMzIxODQxNA==,react-native-camera/react-native-camera,01/04/2015,7,Java,9570,144,0,0,0,0
196,MDEwOlJlcG9zaXRvcnk0ODQ0NjY4MA==,googlesamples/easypermissions,22/12/2015,6,Java,9549,12,8.0,1.0,1705,6.0
197,MDEwOlJlcG9zaXRvcnkxMjU2MDAzOTU=,paascloud/paascloud-master,17/03/2018,4,Java,9441,0,4.0,1.0,16639,0
198,MDEwOlJlcG9zaXRvcnkxMDQxMDc2NA==,umano/AndroidSlidingUpPanel,31/05/2013,9,Java,9430,8,2.0,1.0,2011,0
199,MDEwOlJlcG9zaXRvcnkyMzQ5NzI4,pockethub/PocketHub,08/09/2011,11,Java,9421,1,6.0,1.0,6980,0
200,MDEwOlJlcG9zaXRvcnkxNzA1OTYw,perwendel/spark,05/05/2011,11,Java,9355,0,3.0,1.0,9588,0
201,MDEwOlJlcG9zaXRvcnkxMjAzNTQ4Nw==,bilibili/DanmakuFlameMaster,11/08/2013,9,Java,9333,5,3.0,1.0,12879,1.0
202,MDEwOlJlcG9zaXRvcnkyMjM4ODE1NzY=,macrozheng/mall-swarm,25/11/2019,2,Java,9331,2,3.0,1.0,101020,13.0
203,MDEwOlJlcG9zaXRvcnkyNzUxOTgwMA==,MyCATApache/Mycat-Server,04/12/2014,7,Java,9314,7,3.0,1.0,92939,0
204,MDEwOlJlcG9zaXRvcnk0ODE0MTI=,TooTallNate/Java-WebSocket,20/01/2010,12,Java,9296,14,2.0,1.0,14496,3.5
205,MDEwOlJlcG9zaXRvcnkyMDk5MjE0MDI=,newbee-ltd/newbee-mall,21/09/2019,2,Java,9245,0,2.0,1.0,3910,4.0
206,MDEwOlJlcG9zaXRvcnk2MTk4MDA3Mw==,hackware1993/MagicIndicator,26/06/2016,6,Java,9243,12,4.0,1.0,4533,3.0
207,MDEwOlJlcG9zaXRvcnk3OTA1NTM5,koral--/android-gif-drawable,30/01/2013,9,Java,9177,57,4.0,1.0,2946,0
208,MDEwOlJlcG9zaXRvcnk5NjcwNDI2NQ==,MindorksOpenSource/android-interview-questions,09/07/2017,5,Java,9166,0,0,1.0,5,0
209,MDEwOlJlcG9zaXRvcnk5NTIwODYyMw==,lihengming/spring-boot-api-project-seed,23/06/2017,5,Java,9162,4,4.0,1.0,484,0
210,MDEwOlJlcG9zaXRvcnkxOTI1NzQyMg==,questdb/questdb,28/04/2014,8,Java,9143,54,5.0,1.0,284357,1.0
211,MDEwOlJlcG9zaXRvcnkyNDYyODkyMw==,navasmdc/MaterialDesignLibrary,30/09/2014,7,Java,9074,3,3.0,1.0,2927,0
212,MDEwOlJlcG9zaXRvcnkzMTM2NTMyNQ==,lzyzsd/JsBridge,26/02/2015,7,Java,9070,0,1.5,1.0,995,0
213,MDEwOlJlcG9zaXRvcnk2MjIwNjQ0,OpenRefine/OpenRefine,15/10/2012,9,Java,8980,37,5.0,1.0,65306,1.0
214,MDEwOlJlcG9zaXRvcnk1NzkzNzM4,Activiti/Activiti,13/09/2012,10,Java,8934,33,5.0,1.0,143963,1.0
215,MDEwOlJlcG9zaXRvcnkxMzgzNjExNTA=,doocs/jvm,23/06/2018,4,Java,8896,0,0,1.0,5,0
216,MDEwOlJlcG9zaXRvcnkyNDA0MDI3,nathanmarz/storm,17/09/2011,10,Java,8895,0,3.0,1.0,60552,1.0
217,MDEwOlJlcG9zaXRvcnk2MjcyMjgxNA==,asLody/VirtualApp,06/07/2016,6,Java,8891,0,2.0,1.0,28313,0
218,MDEwOlJlcG9zaXRvcnk1MTcyNzMyNQ==,laobie/StatusBarUtil,15/02/2016,6,Java,8780,0,3.0,1.0,1036,0
219,MDEwOlJlcG9zaXRvcnkzOTEwNTU1OTc=,kunal-kushwaha/DSA-Bootcamp-Java,30/07/2021,1,Java,8764,0,1.0,1.0,5264,1.0
220,MDEwOlJlcG9zaXRvcnkyODc0MDAx,chrisbanes/Android-PullToRefresh,29/11/2011,10,Java,8757,0,4.5,2.0,3567,1.0
221,MDEwOlJlcG9zaXRvcnk5NTc1MDM5MQ==,didi/VirtualAPK,29/06/2017,5,Java,8739,4,3.0,1.0,7981,1.0
222,MDEwOlJlcG9zaXRvcnk0OTAzMDQ1MQ==,GcsSloop/AndroidNote,04/01/2016,6,Java,8709,0,1.0,1.0,402,3.0
223,MDEwOlJlcG9zaXRvcnkxNzMzMzU3MDY=,apache/dolphinscheduler,01/03/2019,3,Java,8665,29,5.0,1.0,89868,0
224,MDEwOlJlcG9zaXRvcnk5MTA2NTQwMg==,Justson/AgentWeb,12/05/2017,5,Java,8641,19,3.0,1.0,11378,0
225,MDEwOlJlcG9zaXRvcnkxMTAwODA3Ng==,stanfordnlp/CoreNLP,27/06/2013,9,Java,8621,10,4.0,1.0,533009,0
226,MDEwOlJlcG9zaXRvcnkxNTMyODIxMA==,chrisjenx/Calligraphy,20/12/2013,8,Java,8614,4,5.0,1.0,968,3.0
227,MDEwOlJlcG9zaXRvcnkyNTA2MjMwMw==,android/testing-samples,11/10/2014,7,Java,8611,0,7.0,1.0,1860,0
228,MDEwOlJlcG9zaXRvcnkyMzk4MjE4MA==,jwtk/jjwt,13/09/2014,8,Java,8550,0,3.0,1.0,5254,1.0
229,MDEwOlJlcG9zaXRvcnkzMzM5MDUyMw==,Freelander/Android_Data,04/04/2015,7,Java,8542,0,2.0,1.0,116,3.0
230,MDEwOlJlcG9zaXRvcnkxMzQxNjQ3Nzc=,crossoverJie/cim,20/05/2018,4,Java,8517,7,3.0,1.0,7280,0
231,MDEwOlJlcG9zaXRvcnk2MDcyNDQz,cats-oss/android-gpuimage,04/10/2012,9,Java,8490,0,2.0,2.0,6341,0
232,MDEwOlJlcG9zaXRvcnk4ODUyNDE0OQ==,Blankj/awesome-java-leetcode,17/04/2017,5,Java,8438,0,2.0,1.0,1772,1.0
233,MDEwOlJlcG9zaXRvcnk1Mzk5MTE3MQ==,roughike/BottomBar,16/03/2016,6,Java,8437,4,2.0,1.0,2834,0
234,MDEwOlJlcG9zaXRvcnk4NDYzMTY3OQ==,huanghaibin-dev/CalendarView,11/03/2017,5,Java,8413,0,4.0,1.0,11557,3.0
235,MDEwOlJlcG9zaXRvcnk5NTA0MjE0,facebook/buck,17/04/2013,9,Java,8379,57,-,-,-,-
236,MDEwOlJlcG9zaXRvcnkxMDYzMTA=,junit-team/junit4,13/01/2009,13,Java,8354,13,3.0,1.0,32975,0
237,MDEwOlJlcG9zaXRvcnkxMjA0NjM1MzI=,alibaba/COLA,06/02/2018,4,Java,8336,9,3.0,1.0,5658,0
238,MDEwOlJlcG9zaXRvcnkxMDk4MTk5NA==,OpenFeign/feign,26/06/2013,9,Java,8302,24,3.0,1.0,29697,0
239,MDEwOlJlcG9zaXRvcnk1NDMwODExMw==,ybq/Android-SpinKit,20/03/2016,6,Java,8283,0,5.0,2.0,1812,1.0
240,MDEwOlJlcG9zaXRvcnkxMjcyMTI5,dropwizard/dropwizard,19/01/2011,11,Java,8278,127,5.0,1.0,41186,0
241,MDEwOlJlcG9zaXRvcnkzNjc5MzI4MA==,resilience4j/resilience4j,03/06/2015,7,Java,8264,29,5.0,1.0,45070,1.0
242,MDEwOlJlcG9zaXRvcnkyMzc4Njc4ODM=,metersphere/metersphere,03/02/2020,2,Java,8260,160,3.0,1.0,238472,0
243,MDEwOlJlcG9zaXRvcnk1NzE0NzM0OQ==,firebase/quickstart-android,26/04/2016,6,Java,8212,0,3.0,1.0,6551,0
244,MDEwOlJlcG9zaXRvcnkzNDUzMzI4Ng==,florent37/MaterialViewPager,24/04/2015,7,Java,8204,11,3.0,1.0,1616,0
245,MDEwOlJlcG9zaXRvcnkxNjQ0NjA5OQ==,cryptomator/cryptomator,02/02/2014,8,Java,8161,133,7.0,1.0,13769,1.0
246,MDEwOlJlcG9zaXRvcnkxOTA5NjQ4NjE=,gyoogle/tech-interview-for-developer,09/06/2019,3,Java,8157,0,1.5,1.0,663,0
247,MDEwOlJlcG9zaXRvcnk0NDA1MDA2Ng==,shwenzhang/AndResGuard,11/10/2015,6,Java,8083,4,2.0,1.0,6581,0.5
248,MDEwOlJlcG9zaXRvcnk4MzM5ODEwMA==,alibaba/atlas,28/02/2017,5,Java,8076,7,4.0,1.0,157679,1.0
249,MDEwOlJlcG9zaXRvcnk3MzkyNzM4Mw==,amitshekhariitbhu/Android-Debug-Database,16/11/2016,5,Java,8046,12,4.0,1.0,2393,0
250,MDEwOlJlcG9zaXRvcnk2NTI0NTg5MA==,airbnb/epoxy,08/08/2016,6,Java,8001,70,5.0,2.0,55725,1.0
251,MDEwOlJlcG9zaXRvcnkyODMwNDY0OTc=,airbytehq/airbyte,27/07/2020,2,Java,7929,260,-,-,-,-
252,MDEwOlJlcG9zaXRvcnk0OTg1MDcwNA==,hs-web/hsweb-framework,18/01/2016,6,Java,7905,25,4.0,1.0,18348,0
253,MDEwOlJlcG9zaXRvcnk0Mjk4NDcyNw==,ChrisRM/material-theme-jetbrains,23/09/2015,6,Java,7900,17,3.0,2.0,14517,1.0
254,MDEwOlJlcG9zaXRvcnk0OTMxNjU5,Netflix/SimianArmy,06/07/2012,10,Java,7893,4,4.0,1.0,16056,3.0
255,MDEwOlJlcG9zaXRvcnk0MTIzMzkyMA==,HannahMitt/HomeMirror,23/08/2015,7,Java,7890,0,2.0,1.0,1719,0
256,MDEwOlJlcG9zaXRvcnk4MzA1MTMy,guolindev/LitePal,20/02/2013,9,Java,7881,0,3.0,1.0,11830,0
257,MDEwOlJlcG9zaXRvcnkyMTg2ODk5ODI=,KunMinX/Jetpack-MVVM-Best-Practice,31/10/2019,2,Java,7856,0,3.0,1.0,3788,0
258,MDEwOlJlcG9zaXRvcnkxNDY4MTE2OA==,JakeWharton/hugo,25/11/2013,8,Java,7840,0,7.0,1.0,384,6.0
259,MDEwOlJlcG9zaXRvcnkxNTA0MDU5Ng==,signalapp/Signal-Server,09/12/2013,8,Java,7810,0,4.0,1.0,33197,0
260,MDEwOlJlcG9zaXRvcnkzNzA5MDg3NQ==,react-native-image-picker/react-native-image-picker,08/06/2015,7,Java,7720,108,2.0,1.0,794,1.0
261,MDEwOlJlcG9zaXRvcnkzOTM4NTYyMQ==,trello/RxLifecycle,20/07/2015,7,Java,7708,22,6.0,1.0,2523,0
262,MDEwOlJlcG9zaXRvcnk0MjMwNDc0OQ==,apache/shardingsphere-elasticjob,11/09/2015,7,Java,7678,27,-,-,-,-
263,MDEwOlJlcG9zaXRvcnk5ODEwMzMyMg==,zhoutaoo/SpringCloud,23/07/2017,5,Java,7656,0,5.0,1.0,3114,0
264,MDEwOlJlcG9zaXRvcnkyNjkxMzcyNjU=,google/tsunami-security-scanner,03/06/2020,2,Java,7648,14,5.0,1.0,7427,0
265,MDEwOlJlcG9zaXRvcnk1Mzc4MDA=,dropwizard/metrics,26/02/2010,12,Java,7620,92,4.0,1.0,25215,0
266,MDEwOlJlcG9zaXRvcnk4Nzc4MDA5OA==,aritraroy/UltimateAndroidReference,10/04/2017,5,Java,7557,0,1.0,1.0,22,0
267,MDEwOlJlcG9zaXRvcnkyMjEzMjUxMg==,kaushikgopal/RxJava-Android-Samples,23/07/2014,8,Java,7541,0,3.0,1.0,2633,3.0
268,MDEwOlJlcG9zaXRvcnkxOTMzMDUxMDQ=,barry-ran/QtScrcpy,23/06/2019,3,Java,7540,26,2.0,1.0,3743,0
269,MDEwOlJlcG9zaXRvcnkyMDY0MjQ=,apache/cassandra,21/05/2009,13,Java,7515,0,5.0,1.0,475590,1.0
270,MDEwOlJlcG9zaXRvcnkxMTk4MTE0NA==,languagetool-org/languagetool,08/08/2013,9,Java,7511,0,4.0,1.0,191562,1.0
271,MDEwOlJlcG9zaXRvcnkxMTM5ODMyODk=,kekingcn/kkFileView,12/12/2017,4,Java,7438,10,4.0,1.0,10470,1.0
272,MDEwOlJlcG9zaXRvcnk4MDE3OTcyNA==,facebook/litho,27/01/2017,5,Java,7424,49,5.0,1.0,134715,0
273,MDEwOlJlcG9zaXRvcnk1MDIwNTIzMw==,debezium/debezium,22/01/2016,6,Java,7410,0,5.0,1.0,135768,1.0
274,MDEwOlJlcG9zaXRvcnkxNjgwNzMz,java-native-access/jna,29/04/2011,11,Java,7385,0,3.0,2.0,105286,0
275,MDEwOlJlcG9zaXRvcnkxMjM4NDM1Mw==,davemorrissey/subsampling-scale-image-view,26/08/2013,9,Java,7372,21,3.5,1.0,4262,0
276,MDEwOlJlcG9zaXRvcnkxMTk5NzY0MA==,alibaba/otter,09/08/2013,9,Java,7345,10,3.0,1.0,53043,1.0
277,MDEwOlJlcG9zaXRvcnkyNTExNDc1MQ==,lecho/hellocharts-android,12/10/2014,7,Java,7345,14,3.0,1.0,10995,1.0
278,MDEwOlJlcG9zaXRvcnk2MDI5NDY4Mg==,barteksc/AndroidPdfViewer,02/06/2016,6,Java,7336,0,1.0,1.0,3328,0
279,MDEwOlJlcG9zaXRvcnkxMzUyNzAyODU=,vipshop/vjtools,29/05/2018,4,Java,7315,9,2.0,1.0,18382,1.0
280,MDEwOlJlcG9zaXRvcnkxMjg3NjY5,json-path/JsonPath,24/01/2011,11,Java,7297,8,3.0,1.0,16650,0
281,MDEwOlJlcG9zaXRvcnk1Mjc5MDkx,square/dagger,02/08/2012,10,Java,7297,0,3.0,1.0,8363,0
282,MDEwOlJlcG9zaXRvcnkxMzcwMTM5NTI=,gedoor/MyBookshelf,12/06/2018,4,Java,7293,165,4.0,1.0,48096,1.0
283,MDEwOlJlcG9zaXRvcnk1NTM3MTIx,koush/AndroidAsync,24/08/2012,10,Java,7288,0,2.0,1.0,18082,0
284,MDEwOlJlcG9zaXRvcnkxMjQ5OTI1MQ==,checkstyle/checkstyle,31/08/2013,9,Java,7266,119,0,1.0,180208.0,0
285,MDEwOlJlcG9zaXRvcnk0ODE3NTYyMA==,google/agera,17/12/2015,6,Java,7265,16,4.0,1.0,10897,0
286,MDEwOlJlcG9zaXRvcnkxNDA0NjU2Mw==,Bearded-Hen/Android-Bootstrap,01/11/2013,8,Java,7263,5,3.0,1.0,10389,2.0
287,MDEwOlJlcG9zaXRvcnkxOTc3NzgxMg==,seven332/EhViewer,14/05/2014,8,Java,7256,97,4.0,1.0,44372,1.0
288,MDEwOlJlcG9zaXRvcnkyNTQyMjYzMw==,pedant/sweet-alert-dialog,19/10/2014,7,Java,7255,2,1.5,1.0,943,0
289,MDEwOlJlcG9zaXRvcnkyOTk0NjQ2NA==,cymcsg/UltimateRecyclerView,28/01/2015,7,Java,7237,9,3.0,1.0,16083,0
290,MDEwOlJlcG9zaXRvcnkzMzUxNjQ5NjQ=,dataease/dataease,02/02/2021,1,Java,7235,35,3.0,1.0,44128,0
291,MDEwOlJlcG9zaXRvcnkxNDQyNDI4NA==,leolin310148/ShortcutBadger,15/11/2013,8,Java,7216,0,5.0,1.0,885,1.0
292,MDEwOlJlcG9zaXRvcnk0MDE1Nzk5NQ==,crazycodeboy/TakePhoto,04/08/2015,7,Java,7202,15,2.0,1.0,2403,1.0
293,MDEwOlJlcG9zaXRvcnkyNTA1MTI2MTI=,ssssssss-team/spider-flow,27/03/2020,2,Java,7168,2,4.0,1.0,8748,1.0
294,MDEwOlJlcG9zaXRvcnk0MzQ0MzQ5OQ==,geeeeeeeeek/WeChatLuckyMoney,30/09/2015,6,Java,7156,20,3.0,1.0,931,1.0
295,MDEwOlJlcG9zaXRvcnk0NDEwOTc0NQ==,google/android-classyshark,12/10/2015,6,Java,7151,17,2.0,1.0,8714,1.0
296,MDEwOlJlcG9zaXRvcnkxNDUxMDYw,JakeWharton/ActionBarSherlock,07/03/2011,11,Java,7140,32,4.0,1.0,26463,0
297,MDEwOlJlcG9zaXRvcnkxMjIyNTA0,SonarSource/sonarqube,05/01/2011,11,Java,7138,31,5.0,1.0,363396,0
298,MDEwOlJlcG9zaXRvcnkyMzE5MjE4MDk=,supertokens/supertokens-core,05/01/2020,2,Java,7100,14,9.0,1.0,37227,3.0
299,MDEwOlJlcG9zaXRvcnkzMTQ4OTc5,spring-projects/spring-security,10/01/2012,10,Java,7081,113,6.0,1.0,185003,0
300,MDEwOlJlcG9zaXRvcnk5NzkzNjkzOA==,goldze/MVVMHabit,21/07/2017,5,Java,7078,3,2.0,1.0,9110,0
301,MDEwOlJlcG9zaXRvcnkxNDA1NDM4ODY=,apache/shenyu,11/07/2018,4,Java,7068,7,-,-,-,-
302,MDEwOlJlcG9zaXRvcnk0MTY2NzM5NA==,kevin-wayne/algs4,31/08/2015,7,Java,7062,0,4.0,1.0,21761,0
303,MDEwOlJlcG9zaXRvcnkyMDAzNjQx,swagger-api/swagger-core,05/07/2011,11,Java,7047,76,3.0,1.0,34347,0
304,MDEwOlJlcG9zaXRvcnk5MzczMjcwMg==,Qihoo360/RePlugin,08/06/2017,5,Java,7020,17,3.0,1.0,29883,0
305,MDEwOlJlcG9zaXRvcnk2NjE3OTc4Nw==,dyc87112/SpringCloud-Learning,21/08/2016,6,Java,7007,0,4.0,1.0,14309,0
306,MDEwOlJlcG9zaXRvcnkzMDc5NDcyMg==,ogaclejapan/SmartTabLayout,14/02/2015,7,Java,6997,0,4.0,1.0,1912,1.0
307,MDEwOlJlcG9zaXRvcnkyNjk1Njc2Nw==,abel533/Mapper,21/11/2014,7,Java,6944,2,4.0,1.0,17446,0
308,MDEwOlJlcG9zaXRvcnk1MDQwNjU0NA==,sohutv/cachecloud,26/01/2016,6,Java,6935,6,2.0,1.0,47582,0
309,MDEwOlJlcG9zaXRvcnkyMzMxNTYyMTA=,yuanguangxin/LeetCode,11/01/2020,2,Java,6878,0,-,-,-,-
310,MDEwOlJlcG9zaXRvcnkyODMyMTE5MDE=,yuliskov/SmartTubeNext,28/07/2020,2,Java,6867,77,4.0,1.0,45796,1.0
311,MDEwOlJlcG9zaXRvcnk0MDkwMzI3Ng==,hongyangAndroid/okhttputils,17/08/2015,7,Java,6865,0,2.5,1.0,1961,0
312,MDEwOlJlcG9zaXRvcnkxNjcyMDQ2MTM=,wildfirechat/im-server,23/01/2019,3,Java,6797,72,4.0,1.0,148930,1.0
313,MDEwOlJlcG9zaXRvcnkzMzIzNTc2OTg=,YunaiV/ruoyi-vue-pro,24/01/2021,1,Java,6789,12,6.0,1.0,30894,0
314,MDEwOlJlcG9zaXRvcnkyMzI4Mjk5MQ==,NLPchina/elasticsearch-sql,24/08/2014,8,Java,6753,193,5.0,1.0,18877,6.0
315,MDEwOlJlcG9zaXRvcnkzNzMzMzIxNA==,naman14/Timber,12/06/2015,7,Java,6748,5,3.0,1.0,21819,0
316,MDEwOlJlcG9zaXRvcnk0MTQ4MjI5Ng==,DroidPluginTeam/DroidPlugin,27/08/2015,7,Java,6741,2,2.0,3.0,22301,0
317,MDEwOlJlcG9zaXRvcnk5ODU5NjAwMQ==,Exrick/xmall,28/07/2017,5,Java,6729,0,3.0,1.0,55520,15.0
318,MDEwOlJlcG9zaXRvcnk3MTcwMDU4,flyway/flyway,14/12/2012,9,Java,6711,156,5.0,1.0,20869,1.0
319,MDEwOlJlcG9zaXRvcnk0NjQ2MTA3MA==,hongyangAndroid/AndroidAutoLayout,19/11/2015,6,Java,6690,0,5.0,2.0,2370,8.0
320,MDEwOlJlcG9zaXRvcnkxMTU0MTQ1MTk=,lenve/VBlog,26/12/2017,4,Java,6682,0,4.0,1.0,781,1.0
321,MDEwOlJlcG9zaXRvcnk1MDE2MDI2MQ==,PaperMC/Paper,22/01/2016,6,Java,6673,1,5.0,1.0,155,4.0
322,MDEwOlJlcG9zaXRvcnkxNjA3Nzk5Njk=,li-xiaojun/XPopup,07/12/2018,3,Java,6657,199,3.0,1.0,11885,0
323,MDEwOlJlcG9zaXRvcnkxMDUxNDc2,plantuml/plantuml,04/11/2010,11,Java,6652,14,6.0,1.0,183656,1.0
324,MDEwOlJlcG9zaXRvcnkxODQ2MTE2Nzc=,YunaiV/yudao-cloud,02/05/2019,3,Java,6599,0,5.0,1.0,33285,0
325,MDEwOlJlcG9zaXRvcnkxODg0NTAyNA==,google/closure-compiler,16/04/2014,8,Java,6594,0,5.0,1.0,307751,1.0
326,MDEwOlJlcG9zaXRvcnk4OTMyMjg0OA==,Angel-ML/angel,25/04/2017,5,Java,6591,19,5.0,2.0,201496,0
327,MDEwOlJlcG9zaXRvcnkxOTE3NDQ5NDI=,Tencent/Shadow,13/06/2019,3,Java,6576,5,3.0,1.0,21838,0
328,MDEwOlJlcG9zaXRvcnkxNTE1NTUzNA==,gocd/gocd,13/12/2013,8,Java,6576,72,5.0,1.0,288267,0
329,MDEwOlJlcG9zaXRvcnk2NzkxMTY5OA==,yanzhenjie/AndPermission,11/09/2016,6,Java,6567,0,3.0,1.0,4486,0
330,MDEwOlJlcG9zaXRvcnk4OTU3MjY0,TechEmpower/FrameworkBenchmarks,22/03/2013,9,Java,6561,15,4.0,1.0,15903,0
331,MDEwOlJlcG9zaXRvcnkzMjA3ODU0MzU=,LSPosed/LSPosed,12/12/2020,1,Java,6485,33,3.0,1.0,20660,0
332,MDEwOlJlcG9zaXRvcnk3ODQ5NDczNw==,Meituan-Dianping/walle,10/01/2017,5,Java,6478,1,2.0,1.0,4633,0.5
333,MDEwOlJlcG9zaXRvcnk0Nzk5Nzc1Mw==,zo0r/react-native-push-notification,14/12/2015,6,Java,6455,35,4.0,1.0,1884,0
334,MDEwOlJlcG9zaXRvcnk0OTgwNDI5Mw==,markzhai/AndroidPerformanceMonitor,17/01/2016,6,Java,6432,0,3.0,1.0,2234,0
335,MDEwOlJlcG9zaXRvcnk2ODgzNTI=,apache/jmeter,26/05/2010,12,Java,6426,0,4.0,2.0,127338,3.0
336,MDEwOlJlcG9zaXRvcnk1Mzc0OTE0,NanoHttpd/nanohttpd,10/08/2012,10,Java,6398,3,3.0,1.0,7106,1.0
337,MDEwOlJlcG9zaXRvcnk3OTM3MjU4Nw==,GrenderG/Toasty,18/01/2017,5,Java,6387,19,3.0,1.0,487,0
338,MDEwOlJlcG9zaXRvcnkxNDEzNTQ3MA==,apache/storm,05/11/2013,8,Java,6384,0,3.0,1.0,375419,1.0
339,MDEwOlJlcG9zaXRvcnkyNDIxOTQwOQ==,zendesk/android-floating-action-button,19/09/2014,7,Java,6380,0,3.0,1.0,1078,0
340,MDEwOlJlcG9zaXRvcnk4MzQ3ODY0,vinc3m1/RoundedImageView,22/02/2013,9,Java,6344,19,9.0,2.0,1265,0
341,MDEwOlJlcG9zaXRvcnk0NjM5ODA5MA==,datahub-project/datahub,18/11/2015,6,Java,6320,62,8.0,1.0,57178,1.0
342,MDEwOlJlcG9zaXRvcnkzMzgxNjQ3Mw==,testcontainers/testcontainers-java,12/04/2015,7,Java,6309,58,5.0,1.0,22092,0
343,MDEwOlJlcG9zaXRvcnkxMDIxNDUzOA==,koush/ion,22/05/2013,9,Java,6303,0,3.0,1.0,9443,0
344,MDEwOlJlcG9zaXRvcnk1ODMzNDY4NA==,zouzg/mybatis-generator-gui,08/05/2016,6,Java,6299,16,5.0,1.0,3047,3.0
345,MDEwOlJlcG9zaXRvcnk4MTIyNjIwNg==,karatelabs/karate,07/02/2017,5,Java,6297,46,4.0,1.0,40907,0
346,MDEwOlJlcG9zaXRvcnkzMzE2NjA0MQ==,react-native-video/react-native-video,31/03/2015,7,Java,6291,6,3.0,1.0,2928,0
347,MDEwOlJlcG9zaXRvcnk0OTgyMDYyNw==,react-native-svg/react-native-svg,17/01/2016,6,Java,6287,83,5.0,2.0,11966,1.0
348,MDEwOlJlcG9zaXRvcnkyNDkzOTA0,apache/tomcat,01/10/2011,10,Java,6258,0,3.0,1.0,354555,1.0
349,MDEwOlJlcG9zaXRvcnk3ODA3Mzk5,processing/processing,24/01/2013,9,Java,6248,48,2.0,1.0,109671,0
350,MDEwOlJlcG9zaXRvcnk2NzE4MjU=,Graylog2/graylog2-server,17/05/2010,12,Java,6237,0,6.0,1.0,164200,1.0
351,MDEwOlJlcG9zaXRvcnk4MzUwNjUxMQ==,guardianproject/haven,01/03/2017,5,Java,6235,37,4.0,1.0,4561,1.0
352,MDEwOlJlcG9zaXRvcnkxMDgyNTg5NTA=,twowaits/SDE-Interview-Questions,25/10/2017,4,Java,6207,1,0,1.0,5,0
353,MDEwOlJlcG9zaXRvcnk1NjgzMTQw,NLPchina/ansj_seg,05/09/2012,10,Java,6193,3,4.0,1.0,12100,0
354,MDEwOlJlcG9zaXRvcnkyMDMxODM2NzM=,zfile-dev/zfile,19/08/2019,3,Java,6179,57,4.0,1.0,6426,0
