Unnamed: 0,HashId,ProjectName,CreatedAt,Age,PrimaryLanguage,Stargazers,TotalOfReleases,CBO,DIT,LOC,LCOM
535,MDEwOlJlcG9zaXRvcnkxMjkyNjQ1OTA=,techGay/v9porn,12/04/2018,4,Java,4596,9,3.0,1.0,24718,0
536,MDEwOlJlcG9zaXRvcnkyMzgyMzUwMw==,kyleduo/SwitchButton,09/09/2014,8,Java,4588,0,2.0,1.0,1549,0
537,MDEwOlJlcG9zaXRvcnk3NzM4NTYwNw==,JanusGraph/janusgraph,26/12/2016,5,Java,4582,21,4.0,1.0,88328,1.0
538,MDEwOlJlcG9zaXRvcnkxNjM4MTU3MQ==,spring-projects/spring-data-examples,30/01/2014,8,Java,4579,0,2.0,1.0,52127,0
539,MDEwOlJlcG9zaXRvcnk0MDg3NzE3NQ==,chentao0707/SimplifyReader,17/08/2015,7,Java,4578,0,2.0,1.0,34709,0
540,MDEwOlJlcG9zaXRvcnk1NzIwMTg0NA==,danielzeller/Depth-LIB-Android-,27/04/2016,6,Java,4576,0,2.0,1.0,3771,0
541,MDEwOlJlcG9zaXRvcnk1OTM1MDM2OA==,SplashCodes/JAViewer,21/05/2016,6,Java,4569,10,4.0,1.0,6309,0
542,MDEwOlJlcG9zaXRvcnk1NDUzOTg5,jankotek/mapdb,17/08/2012,10,Java,4558,0,2.0,1.0,20198,0
543,MDEwOlJlcG9zaXRvcnkzNjcwODMyMQ==,pili-engineering/PLDroidPlayer,02/06/2015,7,Java,4552,42,2.0,1.0,5878,0
544,MDEwOlJlcG9zaXRvcnkxNTk0MjI0MDk=,CodingDocs/springboot-guide,28/11/2018,3,Java,4552,0,4.0,1.0,2177,0
545,MDEwOlJlcG9zaXRvcnk2NjE2NDI5OA==,romandanylyk/PageIndicatorView,20/08/2016,6,Java,4544,14,4.0,1.0,3532,1.0
546,MDEwOlJlcG9zaXRvcnkzNDQ3MTYwMA==,Flipboard/bottomsheet,23/04/2015,7,Java,4542,10,3.0,1.0,2578,0
547,MDEwOlJlcG9zaXRvcnkxNzcwNjA5Nw==,jdamcd/android-crop,13/03/2014,8,Java,4537,6,1.0,1.0,1676,0
548,MDEwOlJlcG9zaXRvcnk4MTQ2NzY3Mw==,Genymobile/gnirehtet,09/02/2017,5,Java,4536,11,2.0,1.0,4326,1.0
549,MDEwOlJlcG9zaXRvcnkxNTA1NTcxNw==,youtube/api-samples,09/12/2013,8,Java,4524,0,7.0,1.0,2541,0
550,MDEwOlJlcG9zaXRvcnk1MDg0MjA1Mw==,zhanghai/Douya,01/02/2016,6,Java,4520,11,4.0,1.0,44631,1.0
551,MDEwOlJlcG9zaXRvcnkxMTMzOTc1NA==,deathmarine/Luyten,11/07/2013,9,Java,4514,17,1.0,1.0,6750,0
552,MDEwOlJlcG9zaXRvcnkyOTQyNjE1,JakeWharton/NineOldAndroids,08/12/2011,10,Java,4512,0,2.0,1.0,7585,0
553,MDEwOlJlcG9zaXRvcnkyMDYzMTc=,apache/camel,21/05/2009,13,Java,4512,0,3.0,1.0,387.0,1.0
554,MDEwOlJlcG9zaXRvcnk3MDgzMjQw,orientechnologies/orientdb,09/12/2012,9,Java,4500,190,5.0,1.0,505192,1.0
555,MDEwOlJlcG9zaXRvcnkxMTc3NzQyOTA=,zuihou/lamp-cloud,17/01/2018,4,Java,4476,0,7.0,1.0,9630,0
556,MDEwOlJlcG9zaXRvcnkxOTc1OTkzMzM=,2227324689/gpmall,18/07/2019,3,Java,4462,0,3.0,1.0,8865,0
557,MDEwOlJlcG9zaXRvcnk2MDE0NTY2Nw==,HotBitmapGG/bilibili-android-client,01/06/2016,6,Java,4461,1,3.0,1.0,38892,3.0
558,MDEwOlJlcG9zaXRvcnkxODI0MjE0OQ==,cglib/cglib,29/03/2014,8,Java,4456,15,1.0,1.0,17670,0
559,MDEwOlJlcG9zaXRvcnkyMDY0NDQ=,apache/hive,21/05/2009,13,Java,4446,0,4.0,1.0,1969798,1.0
560,MDEwOlJlcG9zaXRvcnkxNzI4NjU4Nw==,reactive-streams/reactive-streams-jvm,28/02/2014,8,Java,4445,0,3.0,1.0,15248,0
561,MDEwOlJlcG9zaXRvcnkzODI4NDQwNA==,alibaba/dexposed,30/06/2015,7,Java,4445,0,2.0,1.0,2414,0
562,MDEwOlJlcG9zaXRvcnk5MDU2MTQy,puniverse/quasar,27/03/2013,9,Java,4444,18,2.0,1.0,52770,0
563,MDEwOlJlcG9zaXRvcnk3OTIzMTIz,square/android-times-square,30/01/2013,9,Java,4435,0,4.0,1.0,2286,0
564,MDEwOlJlcG9zaXRvcnkxNDc1ODMyOQ==,castorflex/SmoothProgressBar,27/11/2013,8,Java,4433,9,3.0,1.0,2208,0
565,MDEwOlJlcG9zaXRvcnkzODgzNTIxMw==,firebase/FirebaseUI-Android,09/07/2015,7,Java,4431,64,7.0,1.0,13821,1.0
566,MDEwOlJlcG9zaXRvcnk5NzU4MDExNQ==,natario1/CameraView,18/07/2017,5,Java,4417,42,3.0,1.0,21150,0
567,MDEwOlJlcG9zaXRvcnkzMDI3ODM0NDQ=,itwanger/JavaBooks,10/10/2020,1,Java,4415,0,0,0,0,0
568,MDEwOlJlcG9zaXRvcnk1MjQ0NDQ1,AntennaPod/AntennaPod,31/07/2012,10,Java,4413,47,5.0,1.0,48108,1.0
569,MDEwOlJlcG9zaXRvcnkxNDUxNDI1MQ==,bitcoinj/bitcoinj,19/11/2013,8,Java,4406,1,4.0,1.0,66995,1.0
570,MDEwOlJlcG9zaXRvcnkyMDY4Nzc4NDU=,android/views-widgets-samples,06/09/2019,3,Java,4405,0,2.0,1.0,7843,0
571,MDEwOlJlcG9zaXRvcnkxNjc5NjIzNjI=,hansonwang99/Spring-Boot-In-Action,28/01/2019,3,Java,4399,0,3.0,1.0,2714,0
572,MDEwOlJlcG9zaXRvcnkyNjU1MTMwNjc=,LandGrey/SpringBootVulExploit,20/05/2020,2,Java,4393,0,3.0,1.0,311,0
573,MDEwOlJlcG9zaXRvcnk1NjYzODU3,jeremylong/DependencyCheck,03/09/2012,10,Java,4389,34,5.0,2.0,37420,3.0
574,MDEwOlJlcG9zaXRvcnk4MDE5MjM3NA==,MindorksOpenSource/android-mvp-architecture,27/01/2017,5,Java,4384,0,3.0,1.0,4049,0
575,MDEwOlJlcG9zaXRvcnk2MzgzMTI3MQ==,roncoo/roncoo-pay,21/07/2016,6,Java,4368,0,3.0,1.0,20071,3.0
576,MDEwOlJlcG9zaXRvcnk0NjI3NDQ0OA==,zhanglei-workspace/shopping-management-system,16/11/2015,6,Java,4358,0,3.0,1.0,5507,3.0
577,MDEwOlJlcG9zaXRvcnkyNjc1MzU1,javaparser/javaparser,30/10/2011,10,Java,4355,34,-,-,-,-
578,MDEwOlJlcG9zaXRvcnk4Njg3NDI3NA==,ZHENFENG13/spring-boot-projects,01/04/2017,5,Java,4347,0,3.0,1.0,3078,0
579,MDEwOlJlcG9zaXRvcnkxNzI2MTc4MzU=,javagrowing/JGrowing,26/02/2019,3,Java,4344,0,1.0,1.0,329,1.0
580,MDEwOlJlcG9zaXRvcnkxMDE4ODY3Mw==,mcxiaoke/android-volley,21/05/2013,9,Java,4330,0,3.0,1.0,4965,0
581,MDEwOlJlcG9zaXRvcnk1NDI4MzA2Mw==,Ashok-Varma/BottomNavigation,19/03/2016,6,Java,4326,16,5.5,1.0,2091,4.5
582,MDEwOlJlcG9zaXRvcnk3NjE2MTU4,Netflix/ribbon,15/01/2013,9,Java,4317,41,2.0,1.0,21786,0
583,MDEwOlJlcG9zaXRvcnkzMDgxMDcx,yasserg/crawler4j,31/12/2011,10,Java,4310,3,4.0,1.0,4736,1.0
584,MDEwOlJlcG9zaXRvcnkzOTY3MzkxMw==,coobird/thumbnailator,25/07/2015,7,Java,4309,0,2.0,1.0,16634,1.0
585,MDEwOlJlcG9zaXRvcnk0OTU2Njk2NQ==,Tencent/GT,13/01/2016,6,Java,4305,3,2.0,1.0,41161,0
586,MDEwOlJlcG9zaXRvcnkzNDU4MjMxOQ==,awangdev/LintCode,25/04/2015,7,Java,4296,0,-,-,-,-
587,MDEwOlJlcG9zaXRvcnkzNjQ1MDg0MA==,bingoogolapple/BGARefreshLayout-Android,28/05/2015,7,Java,4293,4,3.0,1.0,5450,1.0
588,MDEwOlJlcG9zaXRvcnkzNzg0NDAwMQ==,huanghongxun/HMCL,22/06/2015,7,Java,4284,181,3.0,1.0,18139,1.0
589,MDEwOlJlcG9zaXRvcnkxNTY0ODg5OQ==,aporter/coursera-android,05/01/2014,8,Java,4280,0,4.0,1.0,19599,0
590,MDEwOlJlcG9zaXRvcnk2MzQ1MjM0MQ==,robinhood/ticker,15/07/2016,6,Java,4273,9,4.0,1.0,1581,0
591,MDEwOlJlcG9zaXRvcnk0NTkwMzYyMQ==,reactor/reactor-core,10/11/2015,6,Java,4269,122,9.0,1.0,110646.0,1.0
592,MDEwOlJlcG9zaXRvcnk4NDkxNjM3NA==,apache/rocketmq-externals,14/03/2017,5,Java,4269,0,4.0,1.0,9842,0
593,MDEwOlJlcG9zaXRvcnkzMTAwNjE1OA==,apache/ignite,19/02/2015,7,Java,4262,0,4.0,1.0,1013882.0,0
594,MDEwOlJlcG9zaXRvcnk2NzMyODA1Mg==,web3j/web3j,04/09/2016,6,Java,4252,98,2.0,1.0,36895,0
595,MDEwOlJlcG9zaXRvcnk1MDUyMzE4NQ==,jeasonlzy/ImagePicker,27/01/2016,6,Java,4251,5,3.0,1.0,3685,0
596,MDEwOlJlcG9zaXRvcnk5NDc2OTM4,ronmamo/reflections,16/04/2013,9,Java,4250,3,1.0,1.0,4931,0
597,MDEwOlJlcG9zaXRvcnkxNDY0MDE5Mw==,CellularPrivacy/Android-IMSI-Catcher-Detector,23/11/2013,8,Java,4236,48,3.0,1.0,12171,0
598,MDEwOlJlcG9zaXRvcnk4NDkzNDk3OQ==,Meituan-Dianping/Robust,14/03/2017,5,Java,4228,13,2.0,1.0,2953,3.5
599,MDEwOlJlcG9zaXRvcnk2MTg0OTI=,brianfrankcooper/YCSB,19/04/2010,12,Java,4222,55,3.0,1.0,22046,0
600,MDEwOlJlcG9zaXRvcnk1NDkwNTY4,meefik/linuxdeploy,21/08/2012,10,Java,4214,37,5.0,2.0,2693,3.0
601,MDEwOlJlcG9zaXRvcnk5ODQ5OTI4Mw==,Col-E/Recaf,27/07/2017,5,Java,4212,168,5.0,2.0,28119,1.0
602,MDEwOlJlcG9zaXRvcnkzNzI4NjY3OA==,airbnb/DeepLinkDispatch,11/06/2015,7,Java,4210,22,5.0,1.0,8527,0
603,MDEwOlJlcG9zaXRvcnkxMTQwMTE0NTM=,Exrick/xpay,12/12/2017,4,Java,4209,0,5.0,1.0,1449,1.0
604,MDEwOlJlcG9zaXRvcnkxMjczMTkwNA==,cjlin1/libsvm,10/09/2013,9,Java,4199,0,1.5,1.0,3165,0
605,MDEwOlJlcG9zaXRvcnkxMzY0MTM5,grantland/android-autofittextview,14/02/2011,11,Java,4197,1,4.0,1.0,470,1.5
606,MDEwOlJlcG9zaXRvcnkxOTk2MTA4NQ==,apache/pinot,19/05/2014,8,Java,4176,16,5.0,1.0,320251,1.0
607,MDEwOlJlcG9zaXRvcnk4Nzg3NDUyMQ==,Doikki/DKVideoPlayer,11/04/2017,5,Java,4168,32,2.0,1.0,18446,0
608,MDEwOlJlcG9zaXRvcnkxMTAzMTUxNzQ=,codingapi/tx-lcn,11/11/2017,4,Java,4168,14,4.0,1.0,7788,0
609,MDEwOlJlcG9zaXRvcnkzODM4NTY1OQ==,Jacksgong/JKeyboardPanelSwitch,01/07/2015,7,Java,4156,14,3.0,1.0,1736,0
610,MDEwOlJlcG9zaXRvcnk2MjYxMTc4NA==,ChadCSong/ShineButton,05/07/2016,6,Java,4154,2,2.0,1.0,1111,0
611,MDEwOlJlcG9zaXRvcnk4MDIxMDIxOA==,hugeterry/CoordinatorTabLayout,27/01/2017,5,Java,4141,0,3.0,1.0,473,0
612,MDEwOlJlcG9zaXRvcnkxMTExMzkyNDY=,Heeexy/SpringBoot-Shiro-Vue,17/11/2017,4,Java,4128,0,6.0,1.0,632,0
613,MDEwOlJlcG9zaXRvcnkyMjI1NzgwMzY=,WeiYe-Jing/datax-web,19/11/2019,2,Java,4128,5,3.0,1.0,13801,0
614,MDEwOlJlcG9zaXRvcnkxNjE5MTIwMQ==,iNPUTmice/Conversations,24/01/2014,8,Java,4124,109,3.0,1.0,68387,1.0
615,MDEwOlJlcG9zaXRvcnk0NDQ5ODM1Mg==,pedrovgs/AndroidWiFiADB,18/10/2015,6,Java,4123,8,2.0,1.0,1096,0
616,MDEwOlJlcG9zaXRvcnkxMTg3ODUz,stleary/JSON-java,21/12/2010,11,Java,4121,15,1.0,1.0,10066,1.0
617,MDEwOlJlcG9zaXRvcnkyNTczOTQyNA==,bingoogolapple/BGABanner-Android,25/10/2014,7,Java,4119,0,3.0,2.0,2123,1.0
618,MDEwOlJlcG9zaXRvcnk2MjcxNDIx,azkaban/azkaban,18/10/2012,9,Java,4116,48,4.0,1.0,86838,1.0
619,MDEwOlJlcG9zaXRvcnkxNDU0NTcxNw==,phishman3579/java-algorithms-implementation,20/11/2013,8,Java,4107,0,3.0,1.0,31758,0
620,MDEwOlJlcG9zaXRvcnk2MTY4NzI1Nw==,baoyachi/StepView,22/06/2016,6,Java,4104,13,7.0,2.0,906,0
621,MDEwOlJlcG9zaXRvcnkzMDEyOTkzOQ==,citerus/dddsample-core,31/01/2015,7,Java,4100,0,4.0,1.0,4360,0
622,MDEwOlJlcG9zaXRvcnkyNjEwNDI4Ng==,tuguangquan/mybatis,03/11/2014,7,Java,4099,0,2.0,1.0,39118,0
623,MDEwOlJlcG9zaXRvcnk3OTkwMTQwNQ==,objectbox/objectbox-java,24/01/2017,5,Java,4086,33,4.0,1.0,21382,0.5
624,MDEwOlJlcG9zaXRvcnk4NjU4NTU3Mw==,alibaba/Tangram-Android,29/03/2017,5,Java,4084,38,3.0,1.0,24338,0
625,MDEwOlJlcG9zaXRvcnkyMjQzMDAyMA==,ongakuer/CircleIndicator,30/07/2014,8,Java,4084,7,5.0,2.0,1712,1.0
626,MDEwOlJlcG9zaXRvcnkxNzY2MjAyMg==,bisq-network/bisq,12/03/2014,8,Java,4083,126,4.0,1.0,165342,1.0
627,MDEwOlJlcG9zaXRvcnk5Njg5NjMxMw==,ThirtyDegreesRay/OpenHub,11/07/2017,5,Java,4082,31,4.0,1.0,24549,1.0
628,MDEwOlJlcG9zaXRvcnkyNjI5OTc4,chewiebug/GCViewer,23/10/2011,10,Java,4059,5,4.0,1.0,19945,1.0
629,MDEwOlJlcG9zaXRvcnk2NjE1MzU0OQ==,rubensousa/ViewPagerCards,20/08/2016,6,Java,4057,0,6.0,2.0,240,0
630,MDEwOlJlcG9zaXRvcnkxMTQ3NDYz,rstudio/rstudio,07/12/2010,11,Java,4056,0,3.0,1.0,217376,0
631,MDEwOlJlcG9zaXRvcnk2MDM3NzA3MA==,vespa-engine/vespa,03/06/2016,6,Java,4055,29,5.0,1.0,340887,1.0
632,MDEwOlJlcG9zaXRvcnk1NjM3MTU1MQ==,dinuscxj/LoadingDrawable,16/04/2016,6,Java,4052,0,4.0,1.0,4428,1.0
633,MDEwOlJlcG9zaXRvcnk4Njg2Mzgw,j-easy/easy-rules,10/03/2013,9,Java,4052,10,4.0,1.0,4857,1.0
634,MDEwOlJlcG9zaXRvcnkyMTYyMzY5MTc=,bjmashibing/InternetArchitect,19/10/2019,2,Java,4051,0,-,-,-,-
635,MDEwOlJlcG9zaXRvcnk2Mjc1ODIy,dreamhead/moco,18/10/2012,9,Java,4037,0,5.0,1.0,15743,1.0
636,MDEwOlJlcG9zaXRvcnkyOTEzODM3OQ==,Yalantis/Phoenix,12/01/2015,7,Java,4037,1,2.5,1.0,976,0
637,MDEwOlJlcG9zaXRvcnk3MTAwOTc0MQ==,JZ-Darkal/AndroidHttpCapture,15/10/2016,5,Java,4031,1,2.5,1.0,15905,0
638,MDEwOlJlcG9zaXRvcnkyMjEwNTAwMw==,makovkastar/FloatingActionButton,22/07/2014,8,Java,4029,0,3.0,2.0,1014,1.0
639,MDEwOlJlcG9zaXRvcnkxNTk1ODY3Ng==,CalebFenton/simplify,16/01/2014,8,Java,4028,9,7.0,1.0,21150,0
640,MDEwOlJlcG9zaXRvcnk1MTM0ODI5MA==,brianway/java-learning,09/02/2016,6,Java,4021,0,1.0,1.0,10984,0
641,MDEwOlJlcG9zaXRvcnkyMTgzMzE4Mw==,TeamAmaze/AmazeFileManager,14/07/2014,8,Java,4020,61,4.0,1.0,32152,0
642,MDEwOlJlcG9zaXRvcnk0MzI0MzMwMw==,react-native-webrtc/react-native-webrtc,27/09/2015,6,Java,4016,44,2.0,1.0,2729,0
643,MDEwOlJlcG9zaXRvcnk4OTk4Njc3MA==,Javen205/IJPay,02/05/2017,5,Java,4012,23,5.0,1.0,10922,0
644,MDEwOlJlcG9zaXRvcnkxNjM2ODcxMg==,BoltsFramework/Bolts-Android,30/01/2014,8,Java,4009,11,2.0,1.0,5144,0
645,MDEwOlJlcG9zaXRvcnkxMTA3MDEzMTM=,yhaolpz/FloatWindow,14/11/2017,4,Java,4001,9,2.0,1.0,1473,1.0
646,MDEwOlJlcG9zaXRvcnkxODg4MDYzNTA=,obsidiandynamics/kafdrop,27/05/2019,3,Java,3978,44,3.0,1.0,3831,0
647,MDEwOlJlcG9zaXRvcnk0OTkyOTA2,pmd/pmd,11/07/2012,10,Java,3977,79,3.0,2.0,113267,1.0
648,MDEwOlJlcG9zaXRvcnk4MTI3NjE2OA==,qstumn/BadgeView,08/02/2017,5,Java,3975,5,2.0,1.0,1759,0
649,MDEwOlJlcG9zaXRvcnkxOTg5NDY3OA==,Manabu-GT/ExpandableTextView,17/05/2014,8,Java,3967,4,4.0,1.0,552,0
650,MDEwOlJlcG9zaXRvcnkxNjQzOTc4ODE=,xuexiangjys/XUI,07/01/2019,3,Java,3966,21,4.0,1.0,89114,1.0
651,MDEwOlJlcG9zaXRvcnk1NDY0MjYyMA==,rengwuxian/RxJavaSamples,24/03/2016,6,Java,3966,3,3.0,1.0,1001,0
652,MDEwOlJlcG9zaXRvcnk1Mjk2MDEyMA==,lcodecorex/TwinklingRefreshLayout,02/03/2016,6,Java,3955,0,2.0,1.0,6273,0
653,MDEwOlJlcG9zaXRvcnkxMTE4MzA1NTA=,luckybilly/CC,23/11/2017,4,Java,3947,0,4.0,1.0,4599,0
654,MDEwOlJlcG9zaXRvcnkyODgzNjY3OA==,Freeyourgadget/Gadgetbridge,05/01/2015,7,Java,3943,0,4.0,1.0,117801,0
655,MDEwOlJlcG9zaXRvcnk2OTI3MDQwNw==,hussien89aa/AndroidTutorialForBeginners,26/09/2016,5,Java,3941,0,4.0,1.0,4071,0
656,MDEwOlJlcG9zaXRvcnkxMjU1NDUzMA==,alibaba/jstorm,03/09/2013,9,Java,3939,22,5.0,1.0,207260,1.0
657,MDEwOlJlcG9zaXRvcnkyMDY1MjA3NA==,xcltapestry/XCL-Charts,09/06/2014,8,Java,3937,0,3.0,1.0,23397,4.0
658,MDEwOlJlcG9zaXRvcnkyMTU4OTgy,querydsl/querydsl,05/08/2011,11,Java,3932,34,3.0,1.0,98780,0
659,MDEwOlJlcG9zaXRvcnkxODk5MjE5Mw==,bytedeco/javacpp,21/04/2014,8,Java,3930,8,4.0,2.0,25562,0
660,MDEwOlJlcG9zaXRvcnkxOTQ0NzA5,JSQLParser/JSqlParser,23/06/2011,11,Java,3916,29,4.0,1.0,31834,3.0
661,MDEwOlJlcG9zaXRvcnkxMDY0MTY5Nw==,JoanZapata/android-iconify,12/06/2013,9,Java,3915,0,3.0,1.0,909,1.0
662,MDEwOlJlcG9zaXRvcnk1NzIyMDQz,oblac/jodd,07/09/2012,10,Java,3914,37,3.0,1.0,26882,0
663,MDEwOlJlcG9zaXRvcnk5MjAwNTEwMA==,tiann/epic,22/05/2017,5,Java,3914,5,3.0,1.0,5127,1.0
664,MDEwOlJlcG9zaXRvcnk3Mjk2MjQ0,LWJGL/lwjgl3,23/12/2012,9,Java,3911,16,7.0,4.0,712349,66.0
665,MDEwOlJlcG9zaXRvcnk0NjI1MTIwNA==,line/armeria,16/11/2015,6,Java,3903,204,5.0,1.0,220553,0
666,MDEwOlJlcG9zaXRvcnkyOTE1NzA=,apache/shiro,29/08/2009,13,Java,3899,0,4.0,1.0,32450,1.0
667,MDEwOlJlcG9zaXRvcnkxMDUxMTA0Nzk=,dromara/hmily,28/09/2017,4,Java,3895,0,4.0,1.0,26511,0
668,MDEwOlJlcG9zaXRvcnk1NzQ2MTIxMw==,runelite/runelite,30/04/2016,6,Java,3892,0,3.0,1.0,204582,0
669,MDEwOlJlcG9zaXRvcnk3Mjk3OTUzNw==,Piasy/BigImageViewer,06/11/2016,5,Java,3890,0,3.0,1.0,2538,0.5
670,MDEwOlJlcG9zaXRvcnkyMDQzODgwOTI=,pig-mesh/pig,26/08/2019,3,Java,3888,21,4.0,1.0,17423,0
671,MDEwOlJlcG9zaXRvcnkyMDI0OTM5MQ==,powermock/powermock,28/05/2014,8,Java,3884,16,2.0,1.0,32986,0
672,MDEwOlJlcG9zaXRvcnk2ODAxODUy,oldmanpushcart/greys-anatomy,21/11/2012,9,Java,3878,0,3.0,1.0,10774,0
673,MDEwOlJlcG9zaXRvcnkzMTA0MDIxMw==,orhanobut/hawk,19/02/2015,7,Java,3877,22,2.0,1.0,834,1.0
674,MDEwOlJlcG9zaXRvcnkxMjQ4ODY0Nw==,eirslett/frontend-maven-plugin,30/08/2013,9,Java,3875,0,3.0,1.0,2944,1.0
675,MDEwOlJlcG9zaXRvcnk2NTc1Nzc2MQ==,beemdevelopment/Aegis,15/08/2016,6,Java,3874,45,5.0,1.0,17056,1.0
676,MDEwOlJlcG9zaXRvcnk1NDExNTQzNQ==,aurelhubert/ahbottomnavigation,17/03/2016,6,Java,3865,14,2.0,1.0,2339,0
677,MDEwOlJlcG9zaXRvcnk1NDA1NzYxMQ==,bluelinelabs/Conductor,16/03/2016,6,Java,3855,19,3.0,1.0,6546,0
678,MDEwOlJlcG9zaXRvcnk5OTQxMjMwOA==,apache/incubator-seatunnel,05/08/2017,5,Java,3853,37,4.0,1.0,37729,0
679,MDEwOlJlcG9zaXRvcnk4MDY0MDI4Mg==,remkop/picocli,01/02/2017,5,Java,3830,78,2.0,1.0,91997,0
680,MDEwOlJlcG9zaXRvcnk4NDI2NDA2,mock-server/mockserver,26/02/2013,9,Java,3821,0,6.0,1.0,64159,1.0
681,MDEwOlJlcG9zaXRvcnkyMjIzNzA5Mg==,Fuzion24/JustTrustMe,24/07/2014,8,Java,3821,1,1.5,1.0,556,0
682,MDEwOlJlcG9zaXRvcnkyNDgwMzIxNjU=,spring-projects/spring-authorization-server,17/03/2020,2,Java,3812,14,7.0,1.0,23699,1.0
683,MDEwOlJlcG9zaXRvcnk1MzkxNzQz,roboguice/roboguice,12/08/2012,10,Java,3807,0,3.0,1.0,74026,0
684,MDEwOlJlcG9zaXRvcnkzODI3OTQ1Nw==,failsafe-lib/failsafe,30/06/2015,7,Java,3805,0,6.0,1.0,9994,1.0
685,MDEwOlJlcG9zaXRvcnkzNDgwNjY2,graphhopper/graphhopper,18/02/2012,10,Java,3803,37,4.0,1.0,81365,0
686,MDEwOlJlcG9zaXRvcnk1OTAzMjIwMQ==,microsoft/malmo,17/05/2016,6,Java,3801,21,5.0,2.0,19130,1.0
687,MDEwOlJlcG9zaXRvcnk0MjQ2NDIwMQ==,MiguelCatalan/MaterialSearchView,14/09/2015,6,Java,3799,6,2.0,1.0,1361,1.0
688,MDEwOlJlcG9zaXRvcnkxNTU5ODczMjk=,RedSpider1/concurrent,03/11/2018,3,Java,3796,0,0,0,0,0
689,MDEwOlJlcG9zaXRvcnkyMDg3MzA0NA==,databricks/learning-spark,16/06/2014,8,Java,3787,0,2.0,1.0,2295,0
690,MDEwOlJlcG9zaXRvcnk5OTIyNDA1Nw==,pqpo/SmartCropper,03/08/2017,5,Java,3780,13,3.0,1.0,1004,0
691,MDEwOlJlcG9zaXRvcnkxMDYxODcwOTM=,saysky/ForestBlog,08/10/2017,4,Java,3777,0,3.0,1.0,2437,0
692,MDEwOlJlcG9zaXRvcnkzOTQzNjk2NA==,zzhoujay/RichText,21/07/2015,7,Java,3774,0,2.0,1.0,5185,0
693,MDEwOlJlcG9zaXRvcnkyNDc0Mzc3OQ==,timehop/sticky-headers-recyclerview,03/10/2014,7,Java,3740,0,2.0,1.0,808,0
694,MDEwOlJlcG9zaXRvcnk0MDM4OTQ5,traccar/traccar,16/04/2012,10,Java,3731,39,4.0,2.0,60375,0
695,MDEwOlJlcG9zaXRvcnkyNTk3OTA5Mg==,lzyzsd/CircleProgress,30/10/2014,7,Java,3731,0,6.0,2.0,1451,1.0
696,MDEwOlJlcG9zaXRvcnkxNzQyOTE2MDY=,zlt2000/microservices-platform,07/03/2019,3,Java,3727,27,5.0,1.0,12601,0
697,MDEwOlJlcG9zaXRvcnkxODUyNDgx,DiUS/java-faker,06/06/2011,11,Java,3721,0,4.0,1.0,6710,0
698,MDEwOlJlcG9zaXRvcnk5NjUzNzUy,jitsi/jitsi,24/04/2013,9,Java,3719,7,3.0,1.0,200848,0
699,MDEwOlJlcG9zaXRvcnkzOTg3NjY0OQ==,yanzhenjie/NoHttp,29/07/2015,7,Java,3716,0,3.0,1.0,8428,1.0
700,MDEwOlJlcG9zaXRvcnk4Mjk2ODk3Mw==,willowtreeapps/spruce-android,23/02/2017,5,Java,3715,3,3.0,1.0,4269,0
701,MDEwOlJlcG9zaXRvcnk2MTQ3MTg0MQ==,binIoter/GuideView,19/06/2016,6,Java,3711,0,2.0,1.0,1246,1.0
702,MDEwOlJlcG9zaXRvcnk5MjgzMjU4OQ==,amirzaidi/Launcher3,30/05/2017,5,Java,3706,22,3.0,1.0,60130,0
703,MDEwOlJlcG9zaXRvcnkyNDY1MDE0Ng==,google/open-location-code,30/09/2014,7,Java,3704,5,3.0,1.0,2250,0
704,MDEwOlJlcG9zaXRvcnkxNTgwMzQyMQ==,code4craft/tiny-spring,10/01/2014,8,Java,3701,0,2.0,1.0,1543,0
705,MDEwOlJlcG9zaXRvcnkyMzc1NTM1MTM=,CaffeineMC/sodium-fabric,01/02/2020,2,Java,3698,14,3.0,1.0,14430,0
706,MDEwOlJlcG9zaXRvcnkxMTA3OTY3OQ==,mik3y/usb-serial-for-android,30/06/2013,9,Java,3697,23,4.0,1.0,6475,1.0
707,MDEwOlJlcG9zaXRvcnk3NDgxNTY5,oracle/opengrok,07/01/2013,9,Java,3693,202,4.0,1.0,65910,1.0
708,MDEwOlJlcG9zaXRvcnk3Mzk2MzgzNQ==,spring-cloud/spring-cloud-gateway,16/11/2016,5,Java,3690,0,5.0,1.0,23536,1.0
709,MDEwOlJlcG9zaXRvcnkyNDc2NTkwMjg=,PowerJob/PowerJob,16/03/2020,2,Java,3689,33,4.0,1.0,16040,0
710,MDEwOlJlcG9zaXRvcnkxNzQyNjA2MDU=,alibaba/dragonwell8,07/03/2019,3,Java,3683,19,1.0,1.0,3345087.0,0
711,MDEwOlJlcG9zaXRvcnkxMzc0OTc0ODE=,getActivity/XXPermissions,15/06/2018,4,Java,3677,50,2.0,1.0,3348,0
712,MDEwOlJlcG9zaXRvcnkxMTcyMDI5Nw==,yangfuhai/ASimpleCache,28/07/2013,9,Java,3672,0,2.0,1.0,1993,0
713,MDEwOlJlcG9zaXRvcnkyNzMzNTQ1Mjk=,981011512/--,18/06/2020,2,Java,3672,0,3.0,1.0,26884,6.0
714,MDEwOlJlcG9zaXRvcnk3MTMxNzY3Ng==,lygttpod/SuperTextView,19/10/2016,5,Java,3671,39,2.0,1.0,4002,0
